denominazione_regione,data,ML,Low_90,High_90,Low_50,High_50
Abruzzo,2020-03-14 17:00:00,3.0,0.86,6.84,1.86,4.2700000000000005
Abruzzo,2020-03-15 17:00:00,2.4,1.01,3.89,1.74,2.95
Abruzzo,2020-03-16 17:00:00,2.66,1.43,3.81,2.08,3.0700000000000003
Abruzzo,2020-03-17 17:00:00,2.68,1.6500000000000001,3.62,2.24,3.0500000000000003
Abruzzo,2020-03-18 17:00:00,2.57,1.68,3.37,2.14,2.84
Abruzzo,2020-03-19 17:00:00,2.32,1.51,3.02,1.95,2.57
Abruzzo,2020-03-20 17:00:00,2.06,1.33,2.72,1.75,2.32
Abruzzo,2020-03-21 17:00:00,1.74,1.03,2.36,1.4000000000000001,1.95
Abruzzo,2020-03-22 17:00:00,1.56,0.87,2.17,1.29,1.82
Abruzzo,2020-03-23 17:00:00,1.48,0.79,2.07,1.1400000000000001,1.67
Abruzzo,2020-03-24 17:00:00,1.5,0.8300000000000001,2.09,1.18,1.7
Abruzzo,2020-03-25 17:00:00,1.58,0.9500000000000001,2.18,1.27,1.78
Abruzzo,2020-03-26 17:00:00,1.6600000000000001,1.02,2.22,1.41,1.9000000000000001
Abruzzo,2020-03-27 17:00:00,1.57,0.9400000000000001,2.11,1.28,1.76
Abruzzo,2020-03-28 17:00:00,1.42,0.8300000000000001,1.97,1.1400000000000001,1.61
Abruzzo,2020-03-29 17:00:00,1.12,0.52,1.6600000000000001,0.84,1.31
Abruzzo,2020-03-30 17:00:00,0.85,0.26,1.4000000000000001,0.54,1.02
Abruzzo,2020-03-31 17:00:00,0.67,0.06,1.17,0.39,0.87
Abruzzo,2020-04-01 17:00:00,0.52,0.0,1.04,0.28,0.75
Abruzzo,2020-04-02 17:00:00,0.49,0.0,1.05,0.19,0.67
Abruzzo,2020-04-03 17:00:00,0.6,0.02,1.16,0.3,0.81
Abruzzo,2020-04-04 17:00:00,0.6900000000000001,0.06,1.27,0.41000000000000003,0.9400000000000001
Abruzzo,2020-04-05 17:00:00,0.75,0.07,1.32,0.39,0.9400000000000001
Abruzzo,2020-04-06 17:00:00,0.79,0.13,1.4000000000000001,0.47000000000000003,1.02
Abruzzo,2020-04-07 17:00:00,0.88,0.17,1.48,0.53,1.09
Abruzzo,2020-04-08 17:00:00,1.07,0.36,1.7,0.71,1.27
Abruzzo,2020-04-09 17:00:00,1.12,0.43,1.75,0.77,1.32
Abruzzo,2020-04-10 17:00:00,1.16,0.47000000000000003,1.77,0.8200000000000001,1.36
Abruzzo,2020-04-11 17:00:00,1.01,0.34,1.62,0.7000000000000001,1.23
Abruzzo,2020-04-12 17:00:00,0.8300000000000001,0.16,1.41,0.52,1.05
Abruzzo,2020-04-13 17:00:00,0.6900000000000001,0.04,1.24,0.36,0.89
Abruzzo,2020-04-14 17:00:00,0.66,0.05,1.24,0.38,0.91
Abruzzo,2020-04-15 17:00:00,0.74,0.05,1.31,0.43,0.98
Abruzzo,2020-04-16 17:00:00,0.89,0.17,1.5,0.54,1.11
Abruzzo,2020-04-17 17:00:00,1.01,0.28,1.6400000000000001,0.66,1.23
Abruzzo,2020-04-18 17:00:00,1.05,0.31,1.67,0.74,1.3
Abruzzo,2020-04-19 17:00:00,1.06,0.32,1.67,0.71,1.27
Abruzzo,2020-04-20 17:00:00,1.02,0.32,1.6500000000000001,0.71,1.26
Abruzzo,2020-04-21 17:00:00,0.9,0.18,1.49,0.58,1.1300000000000001
Abruzzo,2020-04-22 17:00:00,0.8200000000000001,0.1,1.3900000000000001,0.51,1.06
Abruzzo,2020-04-23 17:00:00,0.71,0.05,1.29,0.38,0.93
Abruzzo,2020-04-24 17:00:00,0.51,0.0,1.12,0.18,0.7000000000000001
Abruzzo,2020-04-25 17:00:00,0.4,0.0,1.07,0.13,0.62
Basilicata,2020-03-19 17:00:00,3.0,0.86,6.84,1.86,4.2700000000000005
Basilicata,2020-03-20 17:00:00,2.71,1.01,4.7700000000000005,1.83,3.42
Basilicata,2020-03-21 17:00:00,2.25,0.88,3.85,1.55,2.8000000000000003
Basilicata,2020-03-22 17:00:00,2.02,0.76,3.39,1.3900000000000001,2.49
Basilicata,2020-03-23 17:00:00,1.87,0.66,3.1,1.34,2.35
Basilicata,2020-03-24 17:00:00,1.83,0.63,2.97,1.26,2.23
Basilicata,2020-03-25 17:00:00,1.92,0.75,3.02,1.37,2.31
Basilicata,2020-03-26 17:00:00,1.9100000000000001,0.77,2.94,1.43,2.32
Basilicata,2020-03-27 17:00:00,1.8800000000000001,0.81,2.88,1.42,2.27
Basilicata,2020-03-28 17:00:00,1.74,0.6900000000000001,2.68,1.26,2.08
Basilicata,2020-03-29 17:00:00,1.58,0.5700000000000001,2.5,1.09,1.8900000000000001
Basilicata,2020-03-30 17:00:00,1.36,0.34,2.23,0.93,1.71
Basilicata,2020-03-31 17:00:00,1.23,0.22,2.07,0.78,1.56
Basilicata,2020-04-01 17:00:00,1.1,0.11,1.9100000000000001,0.67,1.45
Basilicata,2020-04-02 17:00:00,1.04,0.08,1.85,0.55,1.34
Basilicata,2020-04-03 17:00:00,0.97,0.04,1.78,0.49,1.28
Basilicata,2020-04-04 17:00:00,0.96,0.04,1.79,0.46,1.26
Basilicata,2020-04-05 17:00:00,0.88,0.0,1.72,0.44,1.23
Basilicata,2020-04-06 17:00:00,0.8,0.0,1.68,0.35000000000000003,1.1300000000000001
Basilicata,2020-04-07 17:00:00,0.7000000000000001,0.0,1.6500000000000001,0.22,0.99
Basilicata,2020-04-08 17:00:00,0.58,0.0,1.61,0.16,0.91
Basilicata,2020-04-09 17:00:00,0.48,0.0,1.58,0.11,0.84
Basilicata,2020-04-10 17:00:00,0.49,0.0,1.61,0.11,0.85
Basilicata,2020-04-11 17:00:00,0.43,0.0,1.58,0.12,0.8300000000000001
Basilicata,2020-04-12 17:00:00,0.39,0.0,1.55,0.07,0.76
Basilicata,2020-04-13 17:00:00,0.45,0.0,1.6400000000000001,0.17,0.9
Basilicata,2020-04-14 17:00:00,0.46,0.0,1.6600000000000001,0.09,0.84
Basilicata,2020-04-15 17:00:00,0.47000000000000003,0.0,1.68,0.1,0.86
Basilicata,2020-04-16 17:00:00,0.55,0.0,1.77,0.19,0.99
Basilicata,2020-04-17 17:00:00,0.48,0.0,1.71,0.13,0.9
Basilicata,2020-04-18 17:00:00,0.48,0.0,1.73,0.12,0.9
Basilicata,2020-04-19 17:00:00,0.49,0.0,1.75,0.11,0.9
Basilicata,2020-04-20 17:00:00,0.43,0.0,1.69,0.12,0.87
Basilicata,2020-04-21 17:00:00,0.5,0.0,1.79,0.18,0.98
Basilicata,2020-04-22 17:00:00,0.51,0.0,1.8,0.15,0.96
Basilicata,2020-04-23 17:00:00,0.45,0.0,1.74,0.15,0.92
Basilicata,2020-04-24 17:00:00,0.45,0.0,1.76,0.13,0.91
Basilicata,2020-04-25 17:00:00,0.46,0.0,1.78,0.12,0.91
Calabria,2020-03-18 17:00:00,3.0,0.86,6.84,1.86,4.2700000000000005
Calabria,2020-03-19 17:00:00,2.4,1.01,3.89,1.74,2.95
Calabria,2020-03-20 17:00:00,1.99,0.86,3.11,1.44,2.38
Calabria,2020-03-21 17:00:00,1.73,0.73,2.7,1.25,2.07
Calabria,2020-03-22 17:00:00,1.58,0.63,2.46,1.11,1.87
Calabria,2020-03-23 17:00:00,1.43,0.53,2.27,1.0,1.72
Calabria,2020-03-24 17:00:00,1.55,0.66,2.36,1.1400000000000001,1.84
Calabria,2020-03-25 17:00:00,1.73,0.86,2.5,1.37,2.04
Calabria,2020-03-26 17:00:00,1.84,1.0,2.56,1.46,2.1
Calabria,2020-03-27 17:00:00,1.85,1.06,2.54,1.48,2.09
Calabria,2020-03-28 17:00:00,1.6300000000000001,0.87,2.29,1.33,1.9100000000000001
Calabria,2020-03-29 17:00:00,1.29,0.54,1.94,0.92,1.5
Calabria,2020-03-30 17:00:00,0.98,0.24,1.62,0.62,1.2
Calabria,2020-03-31 17:00:00,0.7000000000000001,0.01,1.28,0.35000000000000003,0.92
Calabria,2020-04-01 17:00:00,0.5,0.0,1.17,0.19,0.73
Calabria,2020-04-02 17:00:00,0.52,0.0,1.22,0.23,0.79
Calabria,2020-04-03 17:00:00,0.68,0.0,1.36,0.29,0.91
Calabria,2020-04-04 17:00:00,0.8,0.07,1.51,0.38,1.03
Calabria,2020-04-05 17:00:00,0.8200000000000001,0.06,1.52,0.46,1.11
Calabria,2020-04-06 17:00:00,0.8,0.04,1.49,0.43,1.08
Calabria,2020-04-07 17:00:00,0.6900000000000001,0.0,1.3800000000000001,0.26,0.9
Calabria,2020-04-08 17:00:00,0.66,0.0,1.3800000000000001,0.24,0.88
Calabria,2020-04-09 17:00:00,0.49,0.0,1.28,0.16,0.75
Calabria,2020-04-10 17:00:00,0.43,0.0,1.26,0.16,0.73
Calabria,2020-04-11 17:00:00,0.42,0.0,1.27,0.1,0.68
Calabria,2020-04-12 17:00:00,0.42,0.0,1.27,0.1,0.68
Calabria,2020-04-13 17:00:00,0.49,0.0,1.35,0.14,0.76
Calabria,2020-04-14 17:00:00,0.53,0.0,1.3900000000000001,0.21,0.84
Calabria,2020-04-15 17:00:00,0.56,0.0,1.42,0.19,0.84
Calabria,2020-04-16 17:00:00,0.59,0.0,1.45,0.24,0.9
Calabria,2020-04-17 17:00:00,0.5,0.0,1.3900000000000001,0.14,0.78
Calabria,2020-04-18 17:00:00,0.47000000000000003,0.0,1.3800000000000001,0.15,0.78
Calabria,2020-04-19 17:00:00,0.45,0.0,1.37,0.16,0.78
Calabria,2020-04-20 17:00:00,0.43,0.0,1.36,0.1,0.72
Calabria,2020-04-21 17:00:00,0.45,0.0,1.4000000000000001,0.16,0.79
Calabria,2020-04-22 17:00:00,0.43,0.0,1.3900000000000001,0.09,0.72
Calabria,2020-04-23 17:00:00,0.45,0.0,1.42,0.14,0.78
Calabria,2020-04-24 17:00:00,0.47000000000000003,0.0,1.45,0.12,0.78
Calabria,2020-04-25 17:00:00,0.49,0.0,1.48,0.16,0.8300000000000001
Campania,2020-03-11 17:00:00,3.0,0.86,6.84,1.86,4.2700000000000005
Campania,2020-03-12 17:00:00,2.66,1.19,4.17,1.97,3.22
Campania,2020-03-13 17:00:00,2.62,1.43,3.77,2.09,3.06
Campania,2020-03-14 17:00:00,2.5500000000000003,1.51,3.47,2.06,2.87
Campania,2020-03-15 17:00:00,2.16,1.25,2.96,1.78,2.48
Campania,2020-03-16 17:00:00,2.18,1.36,2.92,1.82,2.46
Campania,2020-03-17 17:00:00,2.1,1.34,2.7800000000000002,1.78,2.37
Campania,2020-03-18 17:00:00,2.1,1.3900000000000001,2.74,1.75,2.31
Campania,2020-03-19 17:00:00,2.02,1.37,2.64,1.68,2.21
Campania,2020-03-20 17:00:00,1.8800000000000001,1.22,2.44,1.59,2.09
Campania,2020-03-21 17:00:00,1.6600000000000001,1.03,2.21,1.35,1.84
Campania,2020-03-22 17:00:00,1.47,0.86,2.02,1.18,1.6600000000000001
Campania,2020-03-23 17:00:00,1.23,0.61,1.77,0.93,1.41
Campania,2020-03-24 17:00:00,1.24,0.61,1.78,0.96,1.44
Campania,2020-03-25 17:00:00,1.32,0.71,1.87,1.02,1.5
Campania,2020-03-26 17:00:00,1.46,0.85,1.99,1.18,1.6500000000000001
Campania,2020-03-27 17:00:00,1.59,0.99,2.1,1.3,1.76
Campania,2020-03-28 17:00:00,1.6300000000000001,1.06,2.13,1.37,1.81
Campania,2020-03-29 17:00:00,1.55,0.99,2.0300000000000002,1.28,1.71
Campania,2020-03-30 17:00:00,1.48,0.9400000000000001,1.96,1.23,1.6500000000000001
Campania,2020-03-31 17:00:00,1.44,0.9,1.9000000000000001,1.2,1.61
Campania,2020-04-01 17:00:00,1.37,0.84,1.83,1.11,1.52
Campania,2020-04-02 17:00:00,1.28,0.75,1.73,1.05,1.45
Campania,2020-04-03 17:00:00,1.11,0.62,1.59,0.88,1.28
Campania,2020-04-04 17:00:00,0.9,0.39,1.37,0.64,1.05
Campania,2020-04-05 17:00:00,0.71,0.16,1.1500000000000001,0.48,0.89
Campania,2020-04-06 17:00:00,0.48,0.0,0.9,0.26,0.66
Campania,2020-04-07 17:00:00,0.36,0.0,0.84,0.1,0.49
Campania,2020-04-08 17:00:00,0.36,0.0,0.85,0.13,0.52
Campania,2020-04-09 17:00:00,0.4,0.0,0.9,0.16,0.5700000000000001
Campania,2020-04-10 17:00:00,0.43,0.0,0.9400000000000001,0.15,0.58
Campania,2020-04-11 17:00:00,0.49,0.01,1.0,0.2,0.65
Campania,2020-04-12 17:00:00,0.49,0.01,1.01,0.24,0.6900000000000001
Campania,2020-04-13 17:00:00,0.53,0.0,1.04,0.23,0.7000000000000001
Campania,2020-04-14 17:00:00,0.53,0.02,1.07,0.28,0.75
Campania,2020-04-15 17:00:00,0.5,0.0,1.04,0.24,0.71
Campania,2020-04-16 17:00:00,0.45,0.0,1.01,0.19,0.65
Campania,2020-04-17 17:00:00,0.42,0.0,1.0,0.14,0.6
Campania,2020-04-18 17:00:00,0.37,0.0,0.97,0.12,0.56
Campania,2020-04-19 17:00:00,0.43,0.0,1.03,0.15,0.62
Campania,2020-04-20 17:00:00,0.48,0.0,1.09,0.17,0.67
Campania,2020-04-21 17:00:00,0.56,0.0,1.16,0.27,0.79
Campania,2020-04-22 17:00:00,0.6,0.02,1.21,0.26,0.8
Campania,2020-04-23 17:00:00,0.6,0.0,1.2,0.3,0.84
Campania,2020-04-24 17:00:00,0.54,0.0,1.16,0.22,0.75
Campania,2020-04-25 17:00:00,0.43,0.0,1.1,0.19,0.6900000000000001
Emilia-Romagna,2020-02-25 18:00:00,3.0,0.86,6.84,1.86,4.2700000000000005
Emilia-Romagna,2020-02-26 18:00:00,2.92,1.41,4.47,2.24,3.52
Emilia-Romagna,2020-02-27 18:00:00,2.72,1.56,3.88,2.21,3.17
Emilia-Romagna,2020-02-28 18:00:00,2.49,1.47,3.4,2.0,2.8000000000000003
Emilia-Romagna,2020-02-29 17:00:00,2.39,1.48,3.17,1.95,2.65
Emilia-Romagna,2020-03-01 17:00:00,2.31,1.49,3.0100000000000002,1.9100000000000001,2.54
Emilia-Romagna,2020-03-02 18:00:00,2.2600000000000002,1.52,2.91,1.94,2.5100000000000002
Emilia-Romagna,2020-03-03 18:00:00,2.3000000000000003,1.61,2.9,1.99,2.52
Emilia-Romagna,2020-03-04 17:00:00,2.2600000000000002,1.62,2.82,2.0100000000000002,2.5
Emilia-Romagna,2020-03-05 17:00:00,2.2,1.59,2.72,1.95,2.41
Emilia-Romagna,2020-03-06 17:00:00,2.08,1.5,2.57,1.81,2.25
Emilia-Romagna,2020-03-07 18:00:00,1.87,1.31,2.34,1.6300000000000001,2.05
Emilia-Romagna,2020-03-08 18:00:00,1.69,1.16,2.16,1.46,1.87
Emilia-Romagna,2020-03-09 18:00:00,1.56,1.04,2.02,1.29,1.7
Emilia-Romagna,2020-03-10 18:00:00,1.56,1.03,2.0,1.31,1.71
Emilia-Romagna,2020-03-11 17:00:00,1.69,1.19,2.13,1.44,1.83
Emilia-Romagna,2020-03-12 17:00:00,1.8900000000000001,1.42,2.32,1.68,2.05
Emilia-Romagna,2020-03-13 17:00:00,2.0,1.53,2.39,1.82,2.17
Emilia-Romagna,2020-03-14 17:00:00,2.0100000000000002,1.58,2.39,1.78,2.12
Emilia-Romagna,2020-03-15 17:00:00,1.95,1.52,2.3000000000000003,1.75,2.07
Emilia-Romagna,2020-03-16 17:00:00,1.9000000000000001,1.51,2.25,1.7,2.0100000000000002
Emilia-Romagna,2020-03-17 17:00:00,1.87,1.49,2.2,1.6600000000000001,1.96
Emilia-Romagna,2020-03-18 17:00:00,1.84,1.46,2.15,1.69,1.97
Emilia-Romagna,2020-03-19 17:00:00,1.82,1.46,2.12,1.6600000000000001,1.93
Emilia-Romagna,2020-03-20 17:00:00,1.8,1.47,2.1,1.6400000000000001,1.9000000000000001
Emilia-Romagna,2020-03-21 17:00:00,1.6400000000000001,1.32,1.93,1.5,1.75
Emilia-Romagna,2020-03-22 17:00:00,1.44,1.1300000000000001,1.73,1.28,1.53
Emilia-Romagna,2020-03-23 17:00:00,1.25,0.92,1.52,1.08,1.33
Emilia-Romagna,2020-03-24 17:00:00,1.08,0.75,1.35,0.91,1.16
Emilia-Romagna,2020-03-25 17:00:00,0.98,0.66,1.26,0.8200000000000001,1.07
Emilia-Romagna,2020-03-26 17:00:00,0.91,0.5700000000000001,1.18,0.76,1.01
Emilia-Romagna,2020-03-27 17:00:00,0.77,0.42,1.04,0.59,0.85
Emilia-Romagna,2020-03-28 17:00:00,0.71,0.36,0.99,0.54,0.8
Emilia-Romagna,2020-03-29 17:00:00,0.63,0.29,0.93,0.44,0.71
Emilia-Romagna,2020-03-30 17:00:00,0.59,0.25,0.9,0.42,0.6900000000000001
Emilia-Romagna,2020-03-31 17:00:00,0.65,0.28,0.9500000000000001,0.46,0.74
Emilia-Romagna,2020-04-01 17:00:00,0.77,0.39,1.07,0.59,0.87
Emilia-Romagna,2020-04-02 17:00:00,0.86,0.49,1.17,0.68,0.96
Emilia-Romagna,2020-04-03 17:00:00,0.93,0.55,1.23,0.75,1.03
Emilia-Romagna,2020-04-04 17:00:00,0.76,0.39,1.07,0.59,0.87
Emilia-Romagna,2020-04-05 17:00:00,0.58,0.21,0.9,0.38,0.67
Emilia-Romagna,2020-04-06 17:00:00,0.5,0.12,0.8200000000000001,0.29,0.59
Emilia-Romagna,2020-04-07 17:00:00,0.48,0.11,0.8200000000000001,0.3,0.6
Emilia-Romagna,2020-04-08 17:00:00,0.62,0.22,0.97,0.44,0.75
Emilia-Romagna,2020-04-09 17:00:00,0.85,0.43,1.19,0.67,0.98
Emilia-Romagna,2020-04-10 17:00:00,0.98,0.5700000000000001,1.32,0.78,1.09
Emilia-Romagna,2020-04-11 17:00:00,1.0,0.61,1.35,0.79,1.1
Emilia-Romagna,2020-04-12 17:00:00,0.8200000000000001,0.41000000000000003,1.16,0.62,0.93
Emilia-Romagna,2020-04-13 17:00:00,0.72,0.3,1.06,0.55,0.86
Emilia-Romagna,2020-04-14 17:00:00,0.66,0.26,1.03,0.46,0.78
Emilia-Romagna,2020-04-15 17:00:00,0.7000000000000001,0.27,1.06,0.48,0.81
Emilia-Romagna,2020-04-16 17:00:00,0.8300000000000001,0.39,1.19,0.62,0.9500000000000001
Emilia-Romagna,2020-04-17 17:00:00,0.92,0.52,1.31,0.71,1.04
Emilia-Romagna,2020-04-18 17:00:00,0.88,0.47000000000000003,1.26,0.67,1.0
Emilia-Romagna,2020-04-19 17:00:00,0.84,0.41000000000000003,1.21,0.63,0.96
Emilia-Romagna,2020-04-20 17:00:00,0.72,0.28,1.09,0.49,0.8300000000000001
Emilia-Romagna,2020-04-21 17:00:00,0.6900000000000001,0.26,1.08,0.49,0.8300000000000001
Emilia-Romagna,2020-04-22 17:00:00,0.6900000000000001,0.23,1.07,0.46,0.81
Emilia-Romagna,2020-04-23 17:00:00,0.7000000000000001,0.24,1.09,0.49,0.84
Emilia-Romagna,2020-04-24 17:00:00,0.73,0.27,1.1300000000000001,0.5,0.86
Emilia-Romagna,2020-04-25 17:00:00,0.78,0.31,1.18,0.55,0.91
Friuli Venezia Giulia,2020-03-10 18:00:00,3.0,0.86,6.84,1.86,4.2700000000000005
Friuli Venezia Giulia,2020-03-11 17:00:00,2.71,1.25,4.19,2.04,3.27
Friuli Venezia Giulia,2020-03-12 17:00:00,2.52,1.34,3.61,1.99,2.93
Friuli Venezia Giulia,2020-03-13 17:00:00,2.27,1.29,3.19,1.79,2.58
Friuli Venezia Giulia,2020-03-14 17:00:00,1.92,1.03,2.72,1.49,2.19
Friuli Venezia Giulia,2020-03-15 17:00:00,1.67,0.84,2.42,1.29,1.94
Friuli Venezia Giulia,2020-03-16 17:00:00,1.62,0.81,2.33,1.22,1.85
Friuli Venezia Giulia,2020-03-17 17:00:00,1.6,0.8200000000000001,2.29,1.28,1.8800000000000001
Friuli Venezia Giulia,2020-03-18 17:00:00,1.87,1.1300000000000001,2.54,1.53,2.11
Friuli Venezia Giulia,2020-03-19 17:00:00,1.96,1.24,2.58,1.6400000000000001,2.19
Friuli Venezia Giulia,2020-03-20 17:00:00,1.86,1.19,2.46,1.58,2.1
Friuli Venezia Giulia,2020-03-21 17:00:00,1.67,1.01,2.24,1.35,1.86
Friuli Venezia Giulia,2020-03-22 17:00:00,1.5,0.87,2.07,1.18,1.68
Friuli Venezia Giulia,2020-03-23 17:00:00,1.32,0.7000000000000001,1.8900000000000001,1.03,1.52
Friuli Venezia Giulia,2020-03-24 17:00:00,1.3,0.67,1.86,1.01,1.5
Friuli Venezia Giulia,2020-03-25 17:00:00,1.3,0.68,1.86,0.99,1.48
Friuli Venezia Giulia,2020-03-26 17:00:00,1.24,0.64,1.81,0.98,1.46
Friuli Venezia Giulia,2020-03-27 17:00:00,1.09,0.48,1.6500000000000001,0.8300000000000001,1.31
Friuli Venezia Giulia,2020-03-28 17:00:00,0.9400000000000001,0.31,1.49,0.64,1.1300000000000001
Friuli Venezia Giulia,2020-03-29 17:00:00,0.76,0.14,1.3,0.49,0.98
Friuli Venezia Giulia,2020-03-30 17:00:00,0.81,0.14,1.34,0.48,0.99
Friuli Venezia Giulia,2020-03-31 17:00:00,0.91,0.26,1.49,0.5700000000000001,1.09
Friuli Venezia Giulia,2020-04-01 17:00:00,1.07,0.39,1.6400000000000001,0.73,1.25
Friuli Venezia Giulia,2020-04-02 17:00:00,1.17,0.52,1.75,0.85,1.36
Friuli Venezia Giulia,2020-04-03 17:00:00,1.1400000000000001,0.52,1.73,0.84,1.34
Friuli Venezia Giulia,2020-04-04 17:00:00,0.96,0.33,1.53,0.65,1.1500000000000001
Friuli Venezia Giulia,2020-04-05 17:00:00,0.81,0.16,1.35,0.51,1.01
Friuli Venezia Giulia,2020-04-06 17:00:00,0.7000000000000001,0.06,1.22,0.36,0.87
Friuli Venezia Giulia,2020-04-07 17:00:00,0.66,0.05,1.2,0.34,0.85
Friuli Venezia Giulia,2020-04-08 17:00:00,0.64,0.02,1.18,0.3,0.8200000000000001
Friuli Venezia Giulia,2020-04-09 17:00:00,0.65,0.02,1.2,0.38,0.9
Friuli Venezia Giulia,2020-04-10 17:00:00,0.63,0.03,1.2,0.28,0.81
Friuli Venezia Giulia,2020-04-11 17:00:00,0.58,0.0,1.1500000000000001,0.27,0.79
Friuli Venezia Giulia,2020-04-12 17:00:00,0.46,0.0,1.08,0.15,0.65
Friuli Venezia Giulia,2020-04-13 17:00:00,0.47000000000000003,0.0,1.1,0.15,0.66
Friuli Venezia Giulia,2020-04-14 17:00:00,0.58,0.01,1.2,0.26,0.8
Friuli Venezia Giulia,2020-04-15 17:00:00,0.74,0.07,1.37,0.37,0.9500000000000001
Friuli Venezia Giulia,2020-04-16 17:00:00,0.81,0.12,1.46,0.44,1.03
Friuli Venezia Giulia,2020-04-17 17:00:00,0.81,0.11,1.45,0.44,1.03
Friuli Venezia Giulia,2020-04-18 17:00:00,0.6900000000000001,0.02,1.29,0.35000000000000003,0.92
Friuli Venezia Giulia,2020-04-19 17:00:00,0.52,0.0,1.17,0.2,0.74
Friuli Venezia Giulia,2020-04-20 17:00:00,0.37,0.0,1.08,0.12,0.61
Friuli Venezia Giulia,2020-04-21 17:00:00,0.35000000000000003,0.0,1.06,0.09,0.5700000000000001
Friuli Venezia Giulia,2020-04-22 17:00:00,0.38,0.0,1.1,0.09,0.59
Friuli Venezia Giulia,2020-04-23 17:00:00,0.46,0.0,1.19,0.17,0.71
Friuli Venezia Giulia,2020-04-24 17:00:00,0.51,0.0,1.24,0.17,0.74
Friuli Venezia Giulia,2020-04-25 17:00:00,0.56,0.0,1.29,0.21,0.8
Lazio,2020-03-10 18:00:00,3.0,0.86,6.84,1.86,4.2700000000000005
Lazio,2020-03-11 17:00:00,3.29,1.69,4.8,2.5300000000000002,3.83
Lazio,2020-03-12 17:00:00,3.17,1.97,4.24,2.61,3.5500000000000003
Lazio,2020-03-13 17:00:00,2.89,1.92,3.74,2.44,3.19
Lazio,2020-03-14 17:00:00,2.59,1.76,3.3200000000000003,2.22,2.86
Lazio,2020-03-15 17:00:00,2.34,1.6,3.0,1.98,2.56
Lazio,2020-03-16 17:00:00,2.09,1.4000000000000001,2.7,1.75,2.29
Lazio,2020-03-17 17:00:00,2.0100000000000002,1.37,2.6,1.7,2.21
Lazio,2020-03-18 17:00:00,2.0100000000000002,1.41,2.58,1.75,2.23
Lazio,2020-03-19 17:00:00,2.04,1.45,2.57,1.77,2.23
Lazio,2020-03-20 17:00:00,1.98,1.4000000000000001,2.47,1.71,2.15
Lazio,2020-03-21 17:00:00,1.87,1.31,2.34,1.6300000000000001,2.05
Lazio,2020-03-22 17:00:00,1.69,1.1500000000000001,2.15,1.44,1.85
Lazio,2020-03-23 17:00:00,1.54,1.01,1.99,1.32,1.72
Lazio,2020-03-24 17:00:00,1.3800000000000001,0.85,1.82,1.1300000000000001,1.53
Lazio,2020-03-25 17:00:00,1.3,0.8,1.76,1.05,1.45
Lazio,2020-03-26 17:00:00,1.26,0.75,1.71,1.0,1.4000000000000001
Lazio,2020-03-27 17:00:00,1.26,0.76,1.71,1.03,1.42
Lazio,2020-03-28 17:00:00,1.2,0.71,1.6500000000000001,0.96,1.35
Lazio,2020-03-29 17:00:00,1.1300000000000001,0.63,1.57,0.88,1.27
Lazio,2020-03-30 17:00:00,1.02,0.53,1.47,0.77,1.16
Lazio,2020-03-31 17:00:00,0.93,0.42,1.37,0.7000000000000001,1.09
Lazio,2020-04-01 17:00:00,0.85,0.34,1.3,0.6,1.0
Lazio,2020-04-02 17:00:00,0.77,0.26,1.23,0.55,0.9500000000000001
Lazio,2020-04-03 17:00:00,0.74,0.22,1.2,0.48,0.89
Lazio,2020-04-04 17:00:00,0.6900000000000001,0.15,1.1400000000000001,0.42,0.84
Lazio,2020-04-05 17:00:00,0.66,0.15,1.1400000000000001,0.42,0.84
Lazio,2020-04-06 17:00:00,0.68,0.14,1.1500000000000001,0.42,0.85
Lazio,2020-04-07 17:00:00,0.74,0.17,1.21,0.45,0.89
Lazio,2020-04-08 17:00:00,0.8200000000000001,0.25,1.31,0.56,1.0
Lazio,2020-04-09 17:00:00,0.92,0.36,1.42,0.64,1.08
Lazio,2020-04-10 17:00:00,0.92,0.35000000000000003,1.41,0.64,1.08
Lazio,2020-04-11 17:00:00,0.9400000000000001,0.37,1.43,0.66,1.1
Lazio,2020-04-12 17:00:00,0.9,0.32,1.3800000000000001,0.62,1.06
Lazio,2020-04-13 17:00:00,0.9,0.33,1.3900000000000001,0.62,1.06
Lazio,2020-04-14 17:00:00,0.92,0.34,1.41,0.66,1.1
Lazio,2020-04-15 17:00:00,0.97,0.39,1.46,0.71,1.1500000000000001
Lazio,2020-04-16 17:00:00,0.98,0.44,1.5,0.71,1.1500000000000001
Lazio,2020-04-17 17:00:00,0.88,0.33,1.3900000000000001,0.61,1.05
Lazio,2020-04-18 17:00:00,0.74,0.16,1.22,0.51,0.9500000000000001
Lazio,2020-04-19 17:00:00,0.58,0.05,1.05,0.31,0.75
Lazio,2020-04-20 17:00:00,0.42,0.0,0.92,0.17,0.59
Lazio,2020-04-21 17:00:00,0.36,0.0,0.89,0.1,0.51
Lazio,2020-04-22 17:00:00,0.42,0.0,0.9500000000000001,0.17,0.6
Lazio,2020-04-23 17:00:00,0.5700000000000001,0.01,1.09,0.27,0.75
Lazio,2020-04-24 17:00:00,0.71,0.08,1.24,0.41000000000000003,0.91
Lazio,2020-04-25 17:00:00,0.79,0.18,1.37,0.48,0.99
Liguria,2020-03-09 18:00:00,3.0,0.86,6.84,1.86,4.2700000000000005
Liguria,2020-03-10 18:00:00,2.9,1.48,4.32,2.21,3.4
